code,企業名,翌1M収益率
4536,参天製薬,7.580174927
4538,扶桑薬品工業,3.891050584
4539,日本ケミファ,-2.010582011
4540,ツムラ,8.891928865
4541,日医工,4.537313433
4543,テルモ,10.91234347
4544,みらかホールディングス,2.767749699
4547,キッセイ薬品工業,7.652173913
4548,生化学工業,-6.340206186
4549,栄研化学,-3.432835821
4550,日水製薬,4.148471616
4551,鳥居薬品,6.160968661
4552,ＪＣＲファーマ,-5.271828666
4553,東和薬品,4.661654135
4554,富士製薬工業,-12.47484909
4555,沢井製薬,1.498929336
4559,ゼリア新薬工業,5.686090226
4568,第一三共,6.352807714
4569,キョーリン製薬ホールディングス,7.253626813
4574,大幸薬品,3.596059113
4577,ダイト,-3.080872914
4578,大塚ホールディングス,7.562394445
4581,大正製薬ホールディングス,0.286806883
4587,ぺプチドリーム,-18.82998172
4611,大日本塗料,-0.386597938
4612,日本ペイントホールディングス,14.72471191
4613,関西ペイント,-0.564971751
4615,神東塗料,-6.882591093
4617,中国塗料,3.448275862
4619,日本特殊塗料,7.580037665
4620,藤倉化成,0.59347181
4626,太陽ホールディングス,2.078774617
4631,ＤＩＣ,4.347826087
4633,サカタインクス,7.445442875
4634,東洋インキＳＣ ホールディングス,2.424242424
4636,Ｔ＆Ｋ　ＴＯＫＡ,3.158705701
4641,アルプス技研,5.944625407
4651,サニックス,1.119402985
4653,ダイオーズ,11.10210697
4658,日本空調サービス,3.604806409
4661,オリエンタルランド,0.460193281
4662,フォーカスシステムズ,-1.272534464
4665,ダスキン,2.298850575
4666,パーク２４,8.695652174
4668,明光ネットワークジャパン,-3.348909657
4671,ファルコホールディングス,0.378378378
4674,クレスコ,5.898876404
4676,フジ・メディア・ホールディングス,-1.101928375
4678,秀英予備校,0.416666667
4679,田谷,-1.192250373
4680,ラウンドワン,-5.463182898
4681,リゾートトラスト,1.83609494
4684,オービック,3.615819209
4686,ジャストシステム,0.115740741
4687,TDCソフト,-6.923625981
4689,ヤフー,-8.906882591
4694,ビー・エム・エル,2.098674521
4696,ワタベウェディング,-1.733102253
4704,トレンドマイクロ,3.307086614
4708,りらいあコミュニケーションズ,4.351087772
4709,インフォメーション・ディベロプメント,-7.930367505
4714,リソー教育,5.771643664
4716,日本オラクル,4.046242775
4718,早稲田アカデミー,6.451612903
4719,アルファシステムズ,-0.087796313
4722,フューチャー,-4.822908817
4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,2.690166976
4726,ソフトバンク・テクノロジー,-8.767268863
4728,トーセ,-26.60996355
4732,ユー・エス・エス,7.023255814
4733,オービックビジネスコンサルタント,17.76798825
4739,伊藤忠テクノソリューションズ,1.930848675
4743,アイティフォー,-7.211028632
4745,東京個別指導学院,6.637168142
4746,東計電算,0
4751,サイバーエージェント,14.17769376
4755,楽天,-13.22433545
4762,エックスネット,0.900900901
4763,クリーク・アンド・リバー社,12.17887726
4767,テー・オー・ダブリュー,1.933404941
4768,大塚商会,-4.850746269
4775,総合メディカル,-15.50413223
4776,サイボウズ,-0.182149362
4779,ソフトブレーン,-3.289473684
4801,セントラルスポーツ,-3.737113402
4809,パラカ,4.770090245
4812,電通国際情報サービス,-1.152234637
4819,デジタルガレージ,2.387640449
4820,イーエムシステムズ,-1.747720365
4825,ウェザーニューズ,2.518518519
4826,ＣＩＪ,6.41025641
4828,東洋ビジネスエンジニアリング,2.114635504
4829,日本エンタープライズ,1.801801802
4839,ＷＯＷＯＷ,2.989536622
4845,スカラ,1.618929016
4848,フルキャストホールディングス,-9.802431611
4901,富士フイルムホールディングス,3.769140165
4902,コニカミノルタ,3.070175439
4911,資生堂,4.388668722
4912,ライオン,10.21931871
4914,高砂香料工業,9.10543131
4917,マンダム,7.629427793
4919,ミルボン,1.275239107
4921,ファンケル,10.39794608
4922,コーセー,-9.070498428
4923,コタ,0.65828845
4924,シーズ・ホールディングス,-0.566037736
4926,シーボン,-1.71875
4927,ポーラ・オルビスホールディングス,9.633027523
4928,ノエビアホールディングス,2.737940026
4929,アジュバンコスメジャパン,-5.523255814
4951,エステー,6.692913386
4955,アグロ　カネショウ,7.222222222
4956,コニシ,7.074340528
4958,長谷川香料,16.53426018
4963,星光ＰＭＣ,11.04129264
4967,小林製薬,20.18229167
4968,荒川化学工業,6.097560976
4971,メック,6.035983749
4973,日本高純度化学,-1.856148492
4974,タカラバイオ,4.872047244
4975,ＪＣＵ,-1.975503753
4977,新田ゼラチン,5.816831683
4979,ＯＡＴアグリオ,9.261744966
4980,デクセリアルズ,-6.696832579
4985,アース製薬,2.31316726
4992,北興化学工業,-5.479452055
4994,大成ラミック,0.317460317
4996,クミアイ化学工業,8.879851329
4997,日本農薬,13.57827476
5002,昭和シェル石油,7.356002776
5009,富士興産,-0.325732899
5011,ニチレキ,-2.034174125
5013,ユシロ化学工業,4.495677233
5015,ビーピー・カストロール,3.779244151
5017,富士石油,7.857142857
5018,ＭＯＲＥＳＣＯ,11.20640366
5019,出光興産,5.933250927
5020,JXTGホールディングス,10.98337735
5021,コスモエネルギーホールディングス,4.934687954
5101,横浜ゴム,4.953308973
5105,東洋ゴム工業,2.074235808
5108,ブリヂストン,-0.756920415
5110,住友ゴム工業,0.256147541
5121,藤倉ゴム工業,0.128865979
5122,オカモト,0.366300366
5142,アキレス,4.076958314
5185,フコク,-0.199004975
5186,ニッタ,5.309734513
5187,クリエートメディック,5.82010582
5191,住友理工,6.313834726
5192,三ツ星ベルト,6.287170773
5195,バンドー化学,7.875307629
5201,AGC,3.064699205
5202,日本板硝子,4.55075846
5204,石塚硝子,-1.069306931
5208,有沢製作所,6.085192698
5210,日本山村硝子,-0.529100529
5214,日本電気硝子,-0.158227848
5218,オハラ,-2.693069307
5232,住友大阪セメント,6.144067797
5233,太平洋セメント,7.24450194
5261,リソルホールディングス,0.807381776
5262,日本ヒューム,6.099110546
5269,日本コンクリート工業,3.174603175
5273,三谷セキサン,0.681909346
5288,アジアパイルホールディング,-2.127659574
5301,東海カーボン,-16.71714113
5302,日本カーボン,-7.87037037
5310,東洋炭素,-3.139013453
5331,ノリタケカンパニーリミテド,1.626898048
5332,ＴＯＴＯ,10.69518717
5333,日本ガイシ,9.705561614
5334,日本特殊陶業,10.02731174
5337,ダントーホールディングス,-9.615384615
5344,ＭＡＲＵＷＡ,7.600950119
5351,品川リフラクトリーズ,5.762347888
5352,黒崎播磨,0.396825397
5357,ヨータイ,-4.135338346
5358,イソライト工業,9.938650307
5363,東京窯業,1.411764706
5367,ニッカトー,5.432595573
5384,フジミインコーポレーテッド,2.993492408
5388,クニミネ工業,-1.685393258
5391,エーアンドエーマテリアル,4.677419355
5393,ニチアス,2.662721893
5401,新日鐵住金,2.075754333
5406,神戸製鋼所,6.191369606
5408,中山製鋼所,6.206896552
5410,合同製鐵,20.45028143
5411,ジェイ　エフ　イー　ホールディングス,5.178446466
5413,日新製鋼,14.55546814
5423,東京製鐵,7.01754386
5440,共英製鋼,24.37295529
5444,大和工業,10.09485095
5445,東京鐵鋼,9.935897436
5449,大阪製鐵,8.165137615
5451,淀川製鋼所,8.960948396
5453,東洋鋼鈑,0.280112045
5463,丸一鋼管,15.05376344
5464,モリ工業,5.422647528
5471,大同特殊鋼,9.191176471
5476,日本高周波鋼業,4.567901235
5480,日本冶金工業,1.374570447
5481,山陽特殊製鋼,4.456928839
5482,愛知製鋼,8.600917431
5486,日立金属,-0.158982512
5491,日本金属,-1.551362683
5541,大平洋金属,20.3125
5563,新日本電工,9.226190476
5602,栗本鐵工所,1.185770751
5603,虹技,1.210898083
5612,日本鋳鉄管,3.726708075
5631,日本製鋼所,6.038291605
5632,三菱製鋼,8.374183007
5658,日亜鋼業,0.859598854
5659,日本精線,-2.834008097
5702,大紀アルミニウム工業所,1.879194631
5703,日本軽金属ホールディングス,3.157894737
5706,三井金属鉱業,-3.623188406
5707,東邦亜鉛,0.395256917
5711,三菱マテリアル,4.375
5713,住友金属鉱山,4.866071429
5714,ＤＯＷＡホールディングス,8.398950131
5715,古河機械金属,11.28463476
5721,エス・サイエンス,3.846153846
5726,大阪チタニウムテクノロジーズ,-1.160541586
5727,東邦チタニウム,11.55737705
5741,ＵＡＣＪ,4.358974359
5757,ＣＫサンエツ,7.456978967
5801,古河電気工業,-5.429071804
5802,住友電気工業,3.44933785
5803,フジクラ,3.878116343
5805,昭和電線ホールディングス,-0.736067298
5807,東京特殊電線,-10.08645533
5809,タツタ電線,3.527607362
5819,カナレ電気,7.036535859
5821,平河ヒューテック,8.949704142
5851,リョービ,-0.392436675
5852,アーレスティ,5.738575983
5857,アサヒホールディングス,1.413427562
5901,東洋製罐グループホールディングス,8.912768647
5902,ホッカンホールディングス,4.255319149
5909,コロナ,0.077220077
5911,横河ブリッジホールディングス,6.08348135
5912,ＯＳＪＢホールディングス,12.23776224
5915,駒井ハルテック,-0.638977636
5923,高田機工,1.449275362
5929,三和ホールディングス,2.62199563
5930,文化シヤッター,5.324298161
5932,三協立山,2.202643172
5933,アルインコ,-0.727934486
5936,東洋シヤッター,5.095541401
5938,ＬＩＸＩＬグループ,3.240740741
5942,日本フイルコン,-5.112781955
5943,ノーリツ,3.798126951
5946,長府製作所,2.644041042
5947,リンナイ,7.821782178
5949,ユニプレス,7.522859518
5951,ダイニチ工業,-5.937136205
5957,日東精工,12.42857143
5958,三洋工業,0.43062201
5959,岡部,4.312938816
5970,ジーテクト,3.3203125
5974,中国工業,0.260756193
5975,東プレ,11.68831169
5976,高周波熱錬,1.469237833
5981,東京製綱,12.32159848
5985,サンコール,-1.11E-14
5986,モリテック　スチール,-11.57760814
5988,パイオラックス,10.11477762
5989,エイチワン,-4.175665947
5991,日本発条,7.377777778
5992,中央発條,1.156069364
5998,アドバネクス,-38.17010309
6005,三浦工業,-0.596125186
6013,タクマ,3.264604811
6028,テクノプロ・ホールディングス,-0.780031201
6029,アトラ,0.693756194
6032,インターワークス,-0.87040619
6036,ＫｅｅＰｅｒ技研,5.731523379
6037,ファーストロジック,-3.678929766
6044,三機サービス,-1.385041551
6047,Ｇｕｎｏｓｙ,-41.71142141
6048,デザインワン・ジャパン,27.13891444
6050,イー・ガーディアン,-15.75
6054,リブセンス,-12.47706422
6055,ジャパンマテリアル,5.289855072
6058,ベクトル,-13.84364821
6059,ウチヤマホールディングス,9.764309764
6065,ライクキッズネクスト,-15.33898305
6070,キャリアリンク,-1.933216169
6071,ＩＢＪ,-9.107635695
6073,アサンテ,-1.108312343
6077,N・フィールド,3.308270677
6078,バリューＨＲ,3.74732334
6080,Ｍ＆Ａキャピタルパートナーズ,-12.20865705
6082,ライドオンエクスプレスホールディングス,2.22E-14
6083,ＥＲＩホールディングス,8.426966292
6087,アビスト,-7.350096712
6088,シグマクシス,-11.41787553
6089,ウィルグループ,-10.58271936
6093,エスクロー・エージェント・ジャパン,-7.708779443
6097,日本ビューホテル,0.400221074
6098,リクルートホールディングス,-4.443183967
6099,エラン,-11.54916512
6101,ツガミ,-1.046337818
6103,オークマ,0.159744409
6104,東芝機械,-2.673796791
6113,アマダホールディングス,1.93498452
6118,アイダエンジニアリング,-0.388802488
6121,滝澤鉄工所,-2.223345124
6134,FUJI,-5.614203455
6135,牧野フライス製作所,3.907815631
6136,オーエスジー,-0.573300573
6138,ダイジェット工業,1.481103166
6140,旭ダイヤモンド工業,-5.892857143
6141,ＤＭＧ森精機,3.47082495
6143,ソディック,-2.79971285
6146,ディスコ,-15.9912854
6151,日東工器,-2.140672783
6157,日進工具,-4.487179487
6165,パンチ工業,4.67372134
6167,冨士ダイス,-2.829268293
6171,土木管理総合試験所,-3.005008347
6178,日本郵政,3.825136612
6183,ベルシステム24ホールディングス,11.22384274
6184,鎌倉新書,2.297297297
6186,一蔵,3.842264914
6187,LITALICO,-5.100286533
6189,グローバルグループ,-3.549848943
6191,エボラブルアジア,-8.71559633
6196,ストライク,3.495440729
6197,ソラスト,-1.624915479
6199,セラク,6.542056075
6200,インソース,-7.22513089
6201,豊田自動織機,0.465838509
6203,豊和工業,-1.776198934
6205,OKK,2.714932127
6208,石川製作所,3.76984127
6210,東洋機械金属,-1.47601476
6217,津田駒工業,2.118644068
6218,エンシュウ,-3.144654088
6222,島精機製作所,-5.818673884
6235,オプトラン,-11.69590643
6236,NCホールディングス,6.14379085
6238,フリュー,-4.863221884
6240,ヤマシンフィルタ,-11.16038433
6247,日阪製作所,12.65700483
6250,やまびこ,12.9403307
6258,平田機工,6.134969325
6262,ペガサスミシン製造,3.225806452
6268,ナブテスコ,-3.65408039
6269,三井海洋,9.326814592
6272,レオン自動機,-6.299212598
6273,ＳＭＣ,-3.134432319
6274,新川,-14.05312768
6277,ホソカワミクロン,-0.816326531
6278,ユニオンツール,2.396804261
6282,オイレス工業,4.6799117
6284,日精エー・エス・ビー機械,-7.98376184
6287,サトーホールディングス,-8.618127786
6289,技研製作所,-15.34883721
6291,日本エアーテック,2.880184332
6292,カワタ,-7.142857143
6293,日精樹脂工業,-2.070393375
6294,オカダアイヨン,12.31101512
6298,ワイエイシイホールディングス,5.416248746
6301,小松製作所,5.723146321
6302,住友重機械工業,3.841387856
6305,日立建機,-2.923264312
6306,日工,6.236466003
6309,巴工業,-1.168809922
6310,井関農機,0.332068311
6315,ＴＯＷＡ,-6.496199032
6316,丸山製作所,1.548318206
6317,北川鉄工所,3.024714128
6319,シンニッタン,9.375
6323,ローツェ,4.711375212
6325,タカキタ,4.974489796
6326,クボタ,-0.67132116
6328,荏原実業,7.961783439
6330,東洋エンジニアリング,12.98315164
6331,三菱化工機,3.398278206
6332,月島機械,2.32712766
6333,帝国電機製作所,4.481434059
6335,東京機械製作所,-4.243542435
6339,新東工業,5.59566787
6340,澁谷工業,-2.219321149
6345,アイチコーポレーション,7.586206897
6349,小森コーポレーション,3.949329359
6351,鶴見製作所,13.62179487
6355,住友精密工業,-3.535353535
6358,酒井重工業,-0.213903743
6361,荏原製作所,8.408796895
6362,石井鐵工所,2.7154047
6363,酉島製作所,3.015075377
6364,北越工業,3.307223673
6366,千代田化工建設,12.25099602
6367,ダイキン工業,9.118023008
6368,オルガノ,6.697819315
6369,トーヨーカネツ,9.461663948
6370,栗田工業,5.185185185
6371,椿本チエイン,9.699769053
6373,大同工業,3.652653343
6376,日機装,12.54512635
6378,木村化工機,1.425661914
6379,新興プランテック,7.62800418
6381,アネスト岩田,1.127493495
6383,ダイフク,-7.692307692
6387,サムコ,-4.321455648
6390,加藤製作所,4.903964038
6393,油研工業,6.638418079
6395,タダノ,5.956112853
6406,フジテック,8.642857143
6407,ＣＫＤ,-2.534854246
6409,キトー,6.498740554
6412,平和,1.729780271
6413,理想科学工業,10.65118627
6417,ＳＡＮＫＹＯ,2.533333333
6418,日本金銭機械,6.104901118
6419,マースエンジニアリング,-0.892857143
6420,福島工業,10.5320304
6428,オーイズミ,9.560229446
6430,ダイコク電機,2.782509938
6432,竹内製作所,5.726315789
6436,アマノ,-5.224660397
6440,ＪＵＫＩ,6.488294314
6444,サンデンホールディングス,4.245591117
6445,蛇の目ミシン工業,1.25
6448,ブラザー工業,-4.731095835
6454,マックス,4.319180088
6455,モリタホールディングス,6.653426018
6457,グローリー,-0.658761528
6458,新晃工業,6.22754491
6459,大和冷機工業,-5.524861878
6460,セガサミーホールディングス,6.587537092
6461,日本ピストンリング,-0.722673893
6462,リケン,5.518394649
6463,ＴＰＲ,8.130081301
6464,ツバキ・ナカシマ,-6.168359942
6465,ホシザキ,8.886509636
6470,大豊工業,-2.830809743
6471,日本精工,3.085553997
6472,ＮＴＮ,8.783783784
6473,ジェイテクト,12.62690355
6474,不二越,-11.76470588
6479,ミネベアミツミ,-3.301056338
6480,日本トムソン,-4.941176471
6481,ＴＨＫ,-12.95454545
6482,ユーシン精機,-9.727851766
6485,前澤給装工業,-1.18373649
6486,イーグル工業,6.055734191
6489,前澤工業,11.95121951
6490,日本ピラー工業,0.252844501
6498,キッツ,0.328227571
6501,日立製作所,3.995848469
6503,三菱電機,-1.234205113
6504,富士電機,8.287292818
6505,東洋電機製造,2.901785714
6506,安川電機,-7.357512953
6507,シンフォニアテクノロジー,6.593406593
6508,明電舎,6.403940887
6513,オリジン電気,5.297233667
6516,山洋電気,15.32846715
6517,デンヨー,0.78905839
6538,キャリアインデックス,1.578137028
6539,MS-Japan,-5.308464849
6540,船場,0.833965125
6546,フルテック,-11.01928375
6547,グリーンズ,1.199494949
6584,三櫻工業,4.812834225
6586,マキタ,-5.384615385
6588,東芝テック,-0.318471338
6590,芝浦メカトロニクス,-7.383966245
6592,マブチモーター,5.34351145
6594,日本電産,4.575960952
6615,ユー・エム・シー・エレクトロニクス,11.0274746
6616,トレックス・セミコンダクター,-6.21761658
6617,東光高岳,9.700176367
6619,ダブル・スコープ,8.372093023
6620,宮越ホールディングス,24.87922705
6622,ダイヘン,4.283965728
6624,田淵電機,2.909090909
6630,ヤーマン,-1.159301494
6632,ＪＶＣケンウッド,7.887323944
6638,ミマキエンジニアリング,9.113924051
6640,第一精工,-2.26963232
6641,日新電機,11.76470588
6644,大崎電気工業,2.05655527
6645,オムロン,-5.111821086
6651,日東工業,14.12121212
6652,ＩＤＥＣ,-2.172226532
6654,不二電機工業,1.605839416
6674,ジーエス・ユアサコーポレーション,1.724137931
6675,サクサホールディングス,0.756501182
6676,メルコホールディングス,11.49584488
6678,テクノメディカ,2.803738318
6701,日本電気,0.468070879
6702,富士通,1.695174099
6703,沖電気工業,4.890148831
6704,岩崎通信機,9.681697613
6706,電気興業,4.905063291
6707,サンケン電気,-9.511568123
6715,ナカヨ,0.844327177
6718,アイホン,0.605060506
6723,ルネサスエレクトロニクス,7.289719626
6724,セイコーエプソン,8.672659968
6727,ワコム,3.551401869
6728,アルバック,-1.340033501
6730,アクセル,-13.91129032
6737,ＥＩＺＯ,2.594810379
6740,ジャパンディスプレイ,-24.87046632
6741,日本信号,4.949494949
6742,京三製作所,7.317073171
6744,能美防災,3.42405619
6745,ホーチキ,10.39678553
6748,星和電機,1.78041543
6750,エレコム,-3.266430539
6752,パナソニック,7.297830375
6753,シャープ,1.100628931
6754,アンリツ,9.589041096
6755,富士通ゼネラル,-5.937992643
6758,ソニー,4.935872522
6762,ＴＤＫ,-1.459854015
6763,帝国通信工業,2.024922118
6768,タムラ製作所,2.457002457
6770,アルプス電気,-6.901840491
6771,池上通信機,3.636363636
6773,パイオニア,-2.840909091
6779,日本電波工業,3.153153153
6785,鈴木,0.090826521
6788,日本トリム,-17
6789,ローランド　ディー．ジー．,3.879134341
6794,フォスター電機,-1.000384763
6796,クラリオン,-7.228915663
6798,ＳＭＫ,-12.21719457
6800,ヨコオ,17.96315251
6803,ティアック,-1.11E-14
6804,ホシデン,-3.458425313
6806,ヒロセ電機,5.471956224
6807,日本航空電子工業,24.38538206
6809,ＴＯＡ,-2.050113895
6810,マクセルホールディングス,4.198841699
6814,古野電気,21.21621622
6815,ユニデンホールディングス,0.735294118
6816,アルパイン,3.541147132
6817,スミダ　コーポレーション,9.011627907
6820,アイコム,4.860313816
6823,リオン,-8.72581234
6826,本多通信工業,7.572815534
6839,船井電機,-0.263504611
6841,横河電機,9.82711556
6844,新電元工業,-1.849217639
6845,アズビル,2.926337033
6848,東亜ディーケーケー,0.727272727
6849,日本光電工業,5.87639311
6850,チノー,10.42654028
6853,共和電業,3.80952381
6855,日本電子材料,4.642409034
6856,堀場製作所,-3.276699029
6857,アドバンテスト,17.54149843
6858,小野測器,-0.351288056
6859,エスペック,1.57480315
6861,キーエンス,1.408237432
6866,日置電機,24.18397626
6869,シスメックス,0.414937759
6871,日本マイクロニクス,6.911636045
6875,メガチップス,-7.702349869
6877,ＯＢＡＲＡ　ＧＲＯＵＰ,3.015873016
6879,イマジカ・ロボット ホールディングス,0.830564784
6901,澤藤電機,2.43902439
6902,デンソー,-1.099656357
6905,コーセル,-0.539811066
6908,イリソ電子工業,6.278713629
6911,新日本無線,19.9488491
6914,オプテックスグループ,17.21807186
6915,千代田インテグレ,1.086519115
6916,アイ・オー・データ機器,1.795332136
6920,レーザーテック,-6.649616368
6923,スタンレー電気,0.890585242
6924,岩崎電気,1.947656726
6925,ウシオ電機,8.1232493
6926,岡谷電機産業,-1.298701299
6927,ヘリオス テクノ ホールディング,-2.547770701
6929,日本セラミック,-1.188455008
6932,遠藤照明,-2.285714286
6937,古河電池,0.303643725
6938,双信電機,6.132075472
6941,山一電機,3.791469194
6947,図研,3.615279673
6951,日本電子,-3.983656793
6952,カシオ計算機,2.963430013
6954,ファナック,-12.61127596
6958,日本シイエムケイ,5.87529976
6961,エンプラス,-10.97046414
6962,大真空,2.431372549
6963,ローム,0.888450148
6965,浜松ホトニクス,4.975124378
6966,三井ハイテック,1.895135818
6967,新光電気工業,7.528230866
6971,京セラ,16.55562958
6973,協栄産業,-0.921187308
6976,太陽誘電,8.097615086
6981,村田製作所,-4.941660947
6985,ユーシン,-3.835978836
6986,双葉電子工業,3.943145346
6988,日東電工,2.155928804
6989,北陸電気工業,-1.785714286
6995,東海理化電機製作所,0.504818724
6996,ニチコン,2.992518703
6997,日本ケミコン,2.044907779
6999,KOA,9.090909091
7003,三井E&Sホールディングス,8.670520231
7004,日立造船,9.174311927
7011,三菱重工業,6.18556701
7012,川崎重工業,6.686046512
7013,ＩＨＩ,8.623298033
7014,名村造船所,12.81198003
7022,サノヤスホールディングス,5.138339921
7102,日本車輌製造,-0.673400673
7105,三菱ロジスネクスト,5.586592179
7122,近畿車輛,5.030674847
7148,ＦＰＧ,1.305293691
7150,島根銀行,-2.834302326
7161,じもとホールディングス,1.595744681
7164,全国保証,-3.104925054
7167,めぶきフィナンシャルグループ,3.91198044
7173,東京きらぼしフィナンシャルグループ,14.30264718
7180,九州フィナンシャルグループ,2.281368821
7181,かんぽ生命保険,7.895791583
7182,ゆうちょ銀行,4.201680672
7184,富山第一銀行,-0.201207243
7186,コンコルディア・フィナンシャルグループ,8.517887564
7187,ジェイリース,-3.294117647
7189,西日本フィナンシャルホールディングス,6.564019449
7190,マーキュリアインベストメント,-2.350813743
7191,イントラスト,-9.468223087
7198,アルヒ,3.144654088
7201,日産自動車,4.302536232
7202,いすゞ自動車,2.573529412
7203,トヨタ自動車,5.216117216
7205,日野自動車,-2.337472608
7211,三菱自動車工業,7.227332457
7212,エフテック,3.628117914
7213,レシップホールディングス,-5.200945626
7214,ＧＭＢ,-1.470588235
7215,ファルテック,5.467511886
7220,武蔵精密工業,6.815020862
7222,日産車体,5.30098832
7224,新明和工業,40.34285714
7226,極東開発工業,10.72112317
7230,日信工業,4.624591948
7231,トピー工業,4.677419355
7236,ティラド,-0.127064803
7238,曙ブレーキ工業,-1.398601399
7239,タチエス,4.308985812
7240,ＮＯＫ,8.906098742
7241,フタバ産業,-2.447163515
7242,KYB,4.752475248
7244,市光工業,3.732638889
7245,大同メタル工業,6.209150327
7246,プレス工業,-0.157977883
7247,ミクニ,-1.092043682
7250,太平洋工業,6.211604096
7251,ケーヒン,-0.36900369
7256,河西工業,11.74764322
7259,アイシン精機,2.76816609
7261,マツダ,8.176324209
7266,今仙電機製作所,0.410509031
7267,本田技研工業,2.923497268
7269,スズキ,2.809773124
7270,SUBARU,5.506165759
7271,安永,0.255645505
7272,ヤマハ発動機,10.06289308
7274,ショーワ,-8.644729504
7276,小糸製作所,-0.406504065
7277,ＴＢＫ,8.251473477
7278,エクセディ,10.58122206
7280,ミツバ,17.19092904
7282,豊田合成,12.12611156
7283,愛三工業,-0.790166813
7284,盟和産業,0.604229607
7291,日本プラスト,12.32279171
7294,ヨロズ,5.471803462
7296,エフ・シー・シー,3.713616594
7305,新家工業,0.854295206
7309,シマノ,-5.215123859
7313,テイ・エス　テック,5.693950178
7408,ジャムコ,12.35504014
7414,小野建,3.502155172
7416,はるやまホールディングス,3.923444976
7419,ノジマ,7.634194831
7420,佐鳥電機,1.461187215
7421,カッパ・クリエイト,4.965089216
7427,エコートレーディング,3.156384505
7433,伯東,2.816901408
7438,コンドーテック,-1.171458999
7442,中山福,-0.789473684
7445,ライトオン,11.25401929
7447,ナガイレーベン,-0.651577503
